date,AAPL,AMZN,FB,GOOG,MSFT,SPY
2000-01-03,0.08875381794381654,0.17405582922824303,,,-0.0016059957173447659,-0.009787234042553217
2000-01-04,-0.08431043113805736,-0.08321678321678316,,,-0.0337801608579088,-0.03910614525139666
2000-01-05,0.014634090108152531,-0.14874141876430202,,,0.010543840177580366,0.0017889087656528524
2000-01-06,-0.08653845474917488,-0.060035842293906794,,,-0.03349807797913229,-0.016071428571428625
2000-01-07,0.04736845211969576,0.06101048617731175,,,0.013068181818181923,0.05807622504537213
2000-01-10,-0.017587939529917884,-0.005390835579514808,,,0.007291082445316954,0.0034305317324185847
2000-01-11,-0.0511509043978825,-0.035230352303523005,,,-0.025612472160356337,-0.011965811965811923
2000-01-12,-0.05997301497549379,-0.047752808988763995,,,-0.032571428571428584,-0.009948096885813107
2000-01-13,0.10967736106481984,0.03736479842674534,,,0.01890135853514474,0.013543031891655843
2000-01-14,0.038113705698919365,-0.025592417061611417,,,0.041159420289855086,0.01357758620689653
2000-01-18,0.034847542334618176,-0.0019455252918287869,,,0.02728285077950998,-0.007867318732723838
2000-01-19,0.02525556246865257,0.041910331384015675,,,-0.07208672086720869,0.008144020574367694
2000-01-20,0.0651025951316373,-0.030869971936389184,,,-0.009345794392523366,-0.015306122448979553
2000-01-21,-0.019273069908028018,-0.04150579150579148,,,-0.021226415094339646,-0.0021588946459413227
2000-01-24,-0.04548005842068514,0.1299093655589123,,,-0.02409638554216864,-0.028342708784076187
2000-01-25,0.056470623124593944,-0.012477718360071277,,,0.015432098765432167,0.011356045424181671
2000-01-26,-0.018374197857988994,-0.0640794223826715,,,-0.033434650455927084,-0.00792602377807139
2000-01-27,-0.0017016535489839946,0.032786885245901676,,,-0.0062893081761006275,-0.003994673768308976
2000-01-28,-0.07613634563674632,-0.07843137254901966,,,-0.005063291139240533,-0.031194295900178304
2000-01-31,0.020910161592166965,0.046605876393110535,,,-0.003816793893129722,0.027138914443422202
2000-02-01,-0.03373494037922209,0.04453049370764761,,,0.051724137931034475,0.009852216748768461
2000-02-02,-0.014339114340672587,0.029657089898053712,,,-0.020643594414086253,0.0008869179600887733
2000-02-03,0.04554075747947506,0.21242124212421243,,,0.027898326100433968,0.015064244572441376
2000-02-04,0.04537208857822295,-0.06681514476614703,,,0.028347406513872242,-0.0041466608467918276
2000-02-07,0.05613427592852771,-0.04534606205250602,,,0.0005865102639295294,-0.0015340784571553634
2000-02-08,0.007123304154962318,0.10833333333333339,,,0.031066822977725783,0.013608428446005183
2000-02-09,-0.019586605719402295,-0.0345864661654135,,,-0.0540079590676521,-0.021004763967085283
2000-02-10,0.0077691457887272275,-0.050623052959501535,,,0.019230769230769162,0.001990710019907027
2000-02-11,-0.04185018036208876,0.0,,,-0.05719339622641506,-0.020309050772626902
2000-02-14,0.06494257315223573,-0.022969647251845804,,,-0.0031269543464665928,0.005858494817485349
2000-02-15,0.027522901934689203,-0.008396305625524736,,,-0.010664993726474226,0.011312724014336917
2000-02-16,-0.04096637052648211,-0.0423370025402201,,,-0.009511731135066537,-0.014730313434488829
2000-02-17,0.006571774827273558,-0.023872679045092826,,,0.020486555697823317,-0.005170863309352569
2000-02-18,-0.03155606250670473,-0.061594202898550776,,,-0.04579673776662485,-0.021468926553672274
2000-02-22,0.023033664411043375,-0.01833976833976836,,,-0.013149243918474718,-0.0025404157043880105
2000-02-23,0.021416854588865997,0.10816125860373638,,,0.004663557628247883,0.011808288955776902
